txn_id,timestamp,source_account,dest_account,amount,channel,txn_type
MOCK_000294,2026-05-04T12:47:59,575E8550,NEW0000010,94089.77,IMPS,cash_out
MOCK_000295,2026-05-11T06:46:26,NEW0000204,922D3093,468580.51,NEFT,cash_out
MOCK_000296,2026-05-20T06:06:35,NEW0000178,NEW0000052,457564.08,ATM,cash_in
MOCK_000297,2026-05-13T16:44:28,8006524E0,NEW0000078,179828.71,net_banking,cash_out
MOCK_000298,2026-05-10T20:39:38,NEW0000292,NEW0000244,185358.75,branch_cash,transfer
MOCK_000299,2026-05-13T15:49:25,NEW0000210,NEW0000004,276660.25,branch_cash,cash_in
MOCK_000300,2026-05-12T22:17:46,NEW0000204,NEW0000200,249655.75,ATM,cash_in
MOCK_000301,2026-05-24T19:35:07,NEW0000125,NEW0000164,230419.89,ATM,payment
MOCK_000302,2026-05-03T20:25:40,8006524E0,NEW0000114,261976.97,NEFT,transfer
MOCK_000303,2026-05-12T05:38:22,NEW0000105,NEW0000074,33993.29,RTGS,transfer
MOCK_000304,2026-05-30T22:17:49,NEW0000145,909E1852,456376.6,net_banking,transfer
MOCK_000305,2026-05-26T16:48:58,8005FF2D0,216B4120,361099.14,cheque,transfer
MOCK_000306,2026-05-06T04:40:59,80052F960,NEW0000045,459025.24,RTGS,payment
MOCK_000307,2026-05-13T23:27:21,80026B6A0,NEW0000054,397470.22,NEFT,cash_in
MOCK_000308,2026-05-11T23:08:33,NEW0000117,80052F960,149994.32,NEFT,transfer
MOCK_000309,2026-05-03T17:22:43,80071E780,8003479D0,318377.67,RTGS,transfer
MOCK_000310,2026-05-28T11:16:14,NEW0000013,NEW0000084,488664.84,NEFT,debit
MOCK_000311,2026-05-28T12:21:05,NEW0000058,80052F960,237755.39,UPI,transfer
MOCK_000312,2026-05-02T14:20:00,NEW0000071,NEW0000144,89685.46,ATM,transfer
MOCK_000313,2026-05-20T08:02:54,NEW0000150,614B5989,464438.18,cheque,payment
MOCK_000314,2026-05-27T05:48:03,NEW0000200,NEW0000099,165871.6,RTGS,transfer
MOCK_000315,2026-05-12T06:28:02,NEW0000054,NEW0000013,419338.94,ATM,debit
MOCK_000316,2026-05-16T20:15:22,NEW0000152,605E6253,14822.53,cheque,cash_out
MOCK_000317,2026-05-21T23:08:21,NEW0000054,80071E780,92877.07,branch_cash,transfer
MOCK_000318,2026-05-04T13:38:29,NEW0000075,NEW0000182,41028.18,RTGS,cash_out
MOCK_000319,2026-05-16T08:57:24,NEW0000162,80071E780,180356.51,NEFT,transfer
MOCK_000320,2026-05-05T23:06:29,NEW0000113,NEW0000280,66262.18,RTGS,cash_out
MOCK_000321,2026-05-02T06:35:50,8005FF2D0,868A4181,44818.52,NEFT,debit
MOCK_000322,2026-05-15T04:01:36,NEW0000244,NEW0000003,206910.9,NEFT,debit
MOCK_000323,2026-05-19T11:35:05,NEW0000062,8001D2320,84759.18,cheque,cash_in
MOCK_000324,2026-05-14T09:31:07,8002BA920,NEW0000013,210556.96,net_banking,transfer
MOCK_000325,2026-05-29T19:50:04,495E4167,NEW0000126,308338.23,net_banking,transfer
MOCK_000326,2026-05-19T10:36:13,922D3093,NEW0000085,402040.19,ATM,cash_out
MOCK_000327,2026-05-15T14:01:56,130B7545,NEW0000034,160339.37,IMPS,cash_out
MOCK_000328,2026-05-24T20:03:53,930B2367,NEW0000074,483881.87,IMPS,cash_in
MOCK_000329,2026-05-10T16:47:02,930B2367,NEW0000200,296117.59,RTGS,debit
MOCK_000330,2026-05-11T04:15:29,NEW0000292,614B5989,219233.09,cheque,transfer
MOCK_000331,2026-05-15T16:49:32,NEW0000104,NEW0000035,121018.16,RTGS,cash_out
MOCK_000332,2026-05-24T06:20:56,NEW0000018,238A9883,291126.19,branch_cash,debit
MOCK_000333,2026-05-29T19:51:01,073A8578,NEW0000137,319093.8,NEFT,transfer
MOCK_000334,2026-05-30T17:49:17,NEW0000168,NEW0000042,22157.9,branch_cash,cash_in
MOCK_000335,2026-05-13T13:27:07,NEW0000110,868A4181,111008.32,IMPS,cash_out
MOCK_000336,2026-05-25T07:05:05,NEW0000145,NEW0000150,75380.96,UPI,cash_out
MOCK_000337,2026-05-06T15:13:50,714B6082,NEW0000021,415660.56,RTGS,cash_in
MOCK_000338,2026-05-24T10:38:58,NEW0000145,NEW0000133,174156.67,NEFT,cash_out
MOCK_000339,2026-05-03T04:03:34,NEW0000115,472B9107,405094.87,NEFT,transfer
MOCK_000340,2026-05-12T20:10:45,NEW0000165,8001D2320,258001.79,RTGS,cash_in
MOCK_000341,2026-05-09T22:54:06,NEW0000145,930B2367,93201.6,branch_cash,cash_out
MOCK_000342,2026-05-29T17:58:00,909E1852,NEW0000115,214782.13,UPI,payment
MOCK_000343,2026-05-29T00:39:32,NEW0000049,NEW0000016,50885.01,RTGS,cash_in
MOCK_000344,2026-05-24T18:17:24,NEW0000145,289C9503,263862.23,ATM,debit
MOCK_000345,2026-05-18T02:05:31,930B2367,NEW0000054,422760.45,RTGS,cash_in
MOCK_000346,2026-05-16T04:53:16,NEW0000151,233C9131,58939.65,cheque,transfer
MOCK_000347,2026-05-21T07:17:01,80052F960,80071E780,298216.94,branch_cash,cash_out
MOCK_000348,2026-05-09T09:49:59,NEW0000074,130B7545,277460.74,net_banking,cash_in
MOCK_000349,2026-05-03T14:27:41,NEW0000244,NEW0000158,432762.46,UPI,cash_out
MOCK_000350,2026-05-25T00:40:54,80071E780,NEW0000129,204573.08,net_banking,cash_out
MOCK_000351,2026-05-28T10:44:10,NEW0000113,8001A4930,15440.04,IMPS,cash_in
MOCK_000352,2026-05-23T04:49:04,NEW0000210,8001D2320,282829.57,net_banking,debit
MOCK_000353,2026-05-27T08:45:52,NEW0000200,605E6253,411643.17,ATM,debit
MOCK_000354,2026-05-27T12:32:51,NEW0000010,NEW0000112,109278.78,branch_cash,transfer
MOCK_000355,2026-05-02T13:33:04,NEW0000167,NEW0000076,224871.67,ATM,transfer
MOCK_000356,2026-05-11T04:31:32,NEW0000010,NEW0000060,405353.25,ATM,debit
MOCK_000357,2026-05-11T01:06:20,NEW0000042,NEW0000052,402722.19,ATM,debit
MOCK_000358,2026-05-15T04:56:38,8006524E0,614B5989,144673.73,cheque,debit
MOCK_000359,2026-05-20T23:32:39,NEW0000173,NEW0000034,459385.17,cheque,payment
MOCK_000360,2026-05-16T15:16:11,NEW0000033,614B5989,414242.62,branch_cash,cash_out
MOCK_000361,2026-05-19T05:06:26,NEW0000074,714B6082,226001.34,NEFT,cash_out
MOCK_000362,2026-05-23T01:45:31,NEW0000280,NEW0000094,475127.54,ATM,debit
MOCK_000363,2026-05-23T06:07:55,605E6253,NEW0000023,317423.92,ATM,transfer
MOCK_000364,2026-05-11T06:49:29,NEW0000101,NEW0000013,247362.53,ATM,cash_in
MOCK_000365,2026-05-17T16:29:08,NEW0000200,800043C00,447078.39,UPI,transfer
MOCK_000366,2026-05-22T10:08:07,NEW0000145,8001D2320,228264.5,branch_cash,payment
MOCK_000367,2026-05-08T17:13:19,NEW0000033,NEW0000077,437212.94,cheque,transfer
MOCK_000368,2026-05-09T00:51:02,NEW0000064,289C9503,25903.12,cheque,payment
MOCK_000369,2026-05-11T08:39:13,8001A4930,NEW0000000,238408.59,RTGS,debit
MOCK_000370,2026-05-17T16:17:34,575E8550,922D3093,408556.34,branch_cash,payment
MOCK_000371,2026-05-05T23:20:10,NEW0000210,NEW0000292,51609.73,ATM,cash_in
MOCK_000372,2026-05-07T22:26:09,605E6253,NEW0000034,34215.12,UPI,debit
MOCK_000373,2026-05-08T08:21:49,NEW0000112,928C4969,459947.86,net_banking,payment
MOCK_000374,2026-05-29T14:54:12,868A4181,NEW0000010,365007.27,ATM,cash_out
MOCK_000375,2026-05-05T02:09:24,233C9131,130B7545,124091.03,cheque,transfer
MOCK_000376,2026-05-26T03:13:17,NEW0000168,NEW0000052,303467.37,IMPS,cash_out
MOCK_000377,2026-05-25T00:35:09,800422350,NEW0000061,192948.93,IMPS,cash_out
MOCK_000378,2026-05-18T12:42:35,NEW0000018,922D3093,466962.86,RTGS,cash_out
MOCK_000379,2026-05-09T09:17:31,NEW0000145,8006524E0,381365.34,NEFT,transfer
MOCK_000380,2026-05-03T22:27:04,922D3093,618A9717,474340.51,branch_cash,debit
MOCK_000381,2026-05-21T13:30:03,614B5989,714B6082,350908.3,NEFT,debit
MOCK_000382,2026-05-04T20:04:00,8002BA920,472B9107,255657.24,IMPS,payment
MOCK_000383,2026-05-04T05:01:46,930B2367,NEW0000049,155091.65,branch_cash,payment
MOCK_000384,2026-05-23T00:12:59,8001A4930,NEW0000029,306152.27,UPI,cash_in
MOCK_000385,2026-05-01T14:45:20,NEW0000168,NEW0000030,353953.22,UPI,payment
MOCK_000386,2026-05-13T14:02:40,NEW0000054,NEW0000292,83489.81,RTGS,cash_in
MOCK_000387,2026-05-17T06:18:58,NEW0000030,NEW0000007,403555.85,cheque,debit
MOCK_000388,2026-05-04T17:47:35,614B5989,NEW0000160,248078.82,ATM,transfer
MOCK_000389,2026-05-13T09:13:54,NEW0000200,8001D2320,386666.74,NEFT,payment
MOCK_000390,2026-05-12T20:55:23,NEW0000000,922D3093,23000.31,ATM,cash_out
MOCK_000391,2026-05-27T20:08:02,NEW0000045,NEW0000009,401559.71,branch_cash,payment
MOCK_000392,2026-05-14T04:02:18,714B6082,NEW0000081,413000.24,ATM,transfer
MOCK_000393,2026-05-03T05:30:38,800422350,80026B6A0,477040.16,NEFT,cash_out
MOCK_000394,2026-05-05T04:38:47,NEW0000198,NEW0000083,276550.17,UPI,cash_in
MOCK_000395,2026-05-12T18:37:51,NEW0000200,NEW0000189,231968.71,net_banking,payment
MOCK_000396,2026-05-08T07:25:21,NEW0000139,NEW0000062,3198.88,branch_cash,transfer
MOCK_000397,2026-05-01T11:10:43,NEW0000054,NEW0000177,475495.62,UPI,cash_out
MOCK_000398,2026-05-26T17:16:43,NEW0000186,928C4969,491558.04,branch_cash,cash_out
MOCK_000399,2026-05-03T03:08:51,NEW0000036,NEW0000023,460637.99,branch_cash,cash_in
MOCK_000400,2026-05-25T12:51:57,118C2559,868A4181,66765.59,branch_cash,transfer
MOCK_000401,2026-05-12T11:51:32,800422350,233C9131,145845.1,ATM,cash_out
MOCK_000402,2026-05-14T04:51:05,NEW0000188,545A5242,116813.28,IMPS,payment
MOCK_000403,2026-05-08T23:30:38,NEW0000149,868A4181,224788.88,ATM,cash_out
MOCK_000404,2026-05-22T22:31:17,NEW0000054,NEW0000053,154160.78,cheque,transfer
MOCK_000405,2026-05-30T06:53:54,575E8550,614B5989,20174.5,ATM,payment
MOCK_000406,2026-05-25T22:13:25,495E4167,NEW0000101,24484.82,cheque,cash_in
MOCK_000407,2026-05-22T22:51:09,NEW0000044,930B2367,277981.32,IMPS,transfer
MOCK_000408,2026-05-11T18:59:04,233C9131,800422350,65366.31,branch_cash,cash_in
MOCK_000409,2026-05-13T13:32:52,NEW0000165,013C2991,458715.12,NEFT,transfer
MOCK_000410,2026-05-07T06:03:10,NEW0000050,NEW0000113,45998.4,ATM,transfer
MOCK_000411,2026-05-22T00:39:49,NEW0000145,NEW0000200,410844.48,branch_cash,cash_out
MOCK_000412,2026-05-11T10:09:44,575E8550,NEW0000054,454153.02,cheque,cash_in
MOCK_000413,2026-05-30T22:49:49,8002BA920,909E1852,122899.93,cheque,cash_out
MOCK_000414,2026-05-14T13:57:45,8005FF2D0,8001A4930,191513.81,branch_cash,payment
MOCK_000415,2026-05-01T22:45:14,NEW0000134,8006524E0,494701.91,ATM,cash_out
MOCK_000416,2026-05-25T09:19:50,800043C00,NEW0000200,160808.99,cheque,payment
MOCK_000417,2026-05-14T15:18:37,238A9883,605E6253,29305.03,net_banking,debit
MOCK_000418,2026-05-05T20:39:53,013C2991,NEW0000040,123936.05,IMPS,cash_in
MOCK_000419,2026-05-28T22:43:47,118C2559,NEW0000210,423254.08,branch_cash,cash_in
MOCK_000420,2026-05-16T10:30:06,NEW0000044,013C2991,403107.05,ATM,debit
MOCK_000421,2026-05-28T08:38:56,80052F960,NEW0000200,71059.72,IMPS,cash_out
MOCK_000422,2026-05-03T17:26:25,549B9965,8001A4930,116319.35,IMPS,transfer
MOCK_000423,2026-05-10T18:43:22,922D3093,909E1852,403224.64,ATM,payment
MOCK_000424,2026-05-29T11:26:57,NEW0000082,8002BA920,352351.12,RTGS,transfer
MOCK_000425,2026-05-20T04:54:08,NEW0000093,NEW0000095,293012.47,ATM,cash_in
MOCK_000426,2026-05-24T15:37:44,8001D2320,NEW0000111,324593.64,RTGS,debit
MOCK_000427,2026-05-29T14:10:35,NEW0000157,NEW0000057,407228.97,branch_cash,cash_in
MOCK_000428,2026-05-01T02:05:40,NEW0000075,NEW0000292,474394.56,branch_cash,debit
MOCK_000429,2026-05-11T17:21:41,238A9883,909E1852,319826.99,NEFT,cash_out
MOCK_000430,2026-05-16T12:15:58,118C2559,NEW0000054,83952.03,NEFT,cash_in
MOCK_000431,2026-05-04T06:59:11,005B7236,80052F960,175247.08,NEFT,transfer
MOCK_000432,2026-05-21T02:22:02,545A5242,NEW0000042,246546.07,branch_cash,cash_in
MOCK_000433,2026-05-11T22:49:22,868A4181,NEW0000147,81336.63,NEFT,transfer
MOCK_000434,2026-05-04T14:26:59,NEW0000244,868A4181,170910.68,branch_cash,payment
MOCK_000435,2026-05-17T09:44:27,NEW0000140,NEW0000023,297019.33,net_banking,transfer
MOCK_000436,2026-05-08T15:02:21,130B7545,NEW0000013,26787.34,ATM,payment
MOCK_000437,2026-05-27T05:17:30,NEW0000104,NEW0000184,132639.73,cheque,cash_in
MOCK_000438,2026-05-24T19:59:46,800422350,8005FF2D0,76803.43,ATM,transfer
MOCK_000439,2026-05-30T03:18:06,611C3534,NEW0000160,240169.4,NEFT,transfer
MOCK_000440,2026-05-23T23:44:59,NEW0000074,8001A4930,421886.1,cheque,cash_out
MOCK_000441,2026-05-27T09:57:09,289C9503,130B7545,193769.68,ATM,cash_out
MOCK_000442,2026-05-13T18:53:03,545A5242,NEW0000069,113128.88,cheque,debit
MOCK_000443,2026-05-05T03:51:22,NEW0000049,NEW0000024,334073.91,branch_cash,debit
MOCK_000444,2026-05-21T07:44:30,800422350,NEW0000133,482814.2,net_banking,debit
MOCK_000445,2026-05-02T16:27:41,NEW0000121,930B2367,251055.71,RTGS,transfer
MOCK_000446,2026-05-11T06:52:11,NEW0000114,8001D2320,404232.28,RTGS,transfer
MOCK_000447,2026-05-08T04:17:26,575E8550,NEW0000074,417055.72,cheque,cash_in
MOCK_000448,2026-05-20T06:57:07,NEW0000017,8005FF2D0,276031.58,cheque,debit
MOCK_000449,2026-05-29T12:34:32,922D3093,NEW0000159,261285.78,branch_cash,transfer
MOCK_000450,2026-05-05T20:44:46,8002BA920,013C2991,462464.83,NEFT,cash_in
MOCK_000451,2026-05-19T14:16:40,NEW0000088,NEW0000067,327397.29,net_banking,transfer
MOCK_000452,2026-05-20T12:02:15,930B2367,238A9883,19400.88,ATM,payment
MOCK_000453,2026-05-01T23:34:22,8003479D0,NEW0000095,168939.66,cheque,cash_in
MOCK_000454,2026-05-05T18:25:53,800043C00,NEW0000175,486248.6,IMPS,payment
MOCK_000455,2026-05-14T01:53:49,118C2559,NEW0000244,364402.42,NEFT,payment
MOCK_000456,2026-05-26T01:46:03,714B6082,NEW0000194,433595.81,UPI,debit
MOCK_000457,2026-05-20T13:58:39,NEW0000016,525E1591,67833.55,UPI,payment
MOCK_000458,2026-05-02T14:31:50,457A1192,NEW0000063,228229.77,ATM,payment
MOCK_000459,2026-05-07T00:19:20,NEW0000145,NEW0000074,340590.37,IMPS,cash_in
MOCK_000460,2026-05-29T11:45:54,545A5242,8003479D0,275671.35,ATM,payment
MOCK_000461,2026-05-05T09:18:51,NEW0000066,NEW0000176,142541.84,branch_cash,transfer
MOCK_000462,2026-05-11T17:53:33,NEW0000200,NEW0000054,323693.47,IMPS,cash_in
MOCK_000463,2026-05-01T10:22:00,NEW0000131,605E6253,237053.86,RTGS,payment
MOCK_000464,2026-05-15T19:53:10,NEW0000002,238A9883,356373.12,cheque,cash_out
MOCK_000465,2026-05-23T15:44:33,NEW0000089,928C4969,151079.52,branch_cash,debit
MOCK_000466,2026-05-28T06:08:41,525E1591,NEW0000095,323674.59,cheque,cash_in
MOCK_000467,2026-05-16T18:48:43,NEW0000123,NEW0000280,430747.19,cheque,cash_in
MOCK_000468,2026-05-30T03:05:22,80026B6A0,NEW0000014,202055.17,ATM,payment
MOCK_000469,2026-05-13T14:15:12,NEW0000167,611C3534,453456.71,branch_cash,cash_out
MOCK_000470,2026-05-10T05:16:01,NEW0000149,NEW0000146,171590.09,IMPS,debit
MOCK_000471,2026-05-18T09:40:45,NEW0000121,NEW0000171,253662.35,RTGS,debit
MOCK_000472,2026-05-13T13:21:04,868A4181,118C2559,362596.07,RTGS,cash_in
MOCK_000473,2026-05-15T21:46:48,NEW0000056,118C2559,210242.08,ATM,cash_in
MOCK_000474,2026-05-23T20:12:53,611C3534,NEW0000010,26847.94,NEFT,cash_out
MOCK_000475,2026-05-19T12:40:36,NEW0000128,575E8550,264923.95,branch_cash,transfer
MOCK_000476,2026-05-17T15:14:21,NEW0000038,457A1192,204601.83,net_banking,payment
MOCK_000477,2026-05-24T16:04:22,614B5989,8001A4930,166321.4,RTGS,cash_in
MOCK_000478,2026-05-09T04:26:23,NEW0000001,928C4969,288143.7,RTGS,cash_out
MOCK_000479,2026-05-22T01:18:37,NEW0000199,909E1852,316747.44,branch_cash,cash_out
MOCK_000480,2026-05-10T16:20:03,NEW0000098,8006524E0,365332.23,UPI,cash_in
MOCK_000481,2026-05-01T04:48:16,NEW0000135,575E8550,313347.2,IMPS,payment
MOCK_000482,2026-05-19T14:52:07,NEW0000088,868A4181,251673.21,cheque,payment
MOCK_000483,2026-05-23T03:11:33,618A9717,611C3534,363918.68,ATM,cash_out
MOCK_000484,2026-05-18T10:33:27,NEW0000034,800043C00,375060.29,RTGS,cash_out
MOCK_000485,2026-05-11T06:03:16,NEW0000210,NEW0000033,367040.97,RTGS,transfer
MOCK_000486,2026-05-13T10:00:57,130B7545,NEW0000096,385627.12,UPI,debit
MOCK_000487,2026-05-03T08:11:52,NEW0000169,216B4120,344877.98,branch_cash,cash_out
MOCK_000488,2026-05-08T10:24:21,8005FF2D0,80052F960,102755.4,UPI,cash_in
MOCK_000489,2026-05-30T09:36:54,868A4181,NEW0000069,350366.17,branch_cash,transfer
MOCK_000490,2026-05-06T03:48:22,909E1852,NEW0000010,248874.55,IMPS,cash_in
MOCK_000491,2026-05-15T08:06:32,NEW0000051,714B6082,80195.2,net_banking,payment
MOCK_000492,2026-05-01T14:51:14,NEW0000123,922D3093,335819.85,NEFT,debit
MOCK_000493,2026-05-25T20:10:47,NEW0000038,NEW0000199,37533.36,NEFT,cash_in
MOCK_000494,2026-05-13T19:43:40,NEW0000116,NEW0000075,232144.04,NEFT,payment
MOCK_000495,2026-05-16T04:19:48,NEW0000074,575E8550,213003.34,NEFT,transfer
MOCK_000496,2026-05-09T06:39:40,NEW0000011,233C9131,164337.13,net_banking,debit
MOCK_000497,2026-05-09T21:03:29,NEW0000292,NEW0000204,56924.86,branch_cash,cash_out
MOCK_000498,2026-05-21T11:21:45,80071E780,NEW0000122,324426.75,RTGS,transfer
MOCK_000499,2026-05-06T00:50:04,NEW0000292,8001D2320,208019.7,net_banking,debit
MOCK_000500,2026-05-18T09:47:52,NEW0000046,NEW0000199,305683.1,RTGS,cash_out
MOCK_000501,2026-05-03T05:33:41,NEW0000028,NEW0000112,31677.39,ATM,transfer
MOCK_000502,2026-05-28T23:50:41,NEW0000173,118C2559,361889.53,IMPS,cash_in
MOCK_000503,2026-05-22T00:18:15,80052F960,NEW0000024,330860.01,IMPS,cash_out
MOCK_000504,2026-05-28T02:31:05,575E8550,NEW0000038,446032.02,UPI,transfer
MOCK_000505,2026-05-25T01:41:22,NEW0000040,8003479D0,434709.12,NEFT,cash_out
MOCK_000506,2026-05-25T14:36:55,NEW0000204,NEW0000012,111361.03,branch_cash,cash_out
MOCK_000507,2026-05-22T18:04:21,NEW0000020,NEW0000200,44019.05,net_banking,cash_out
MOCK_000508,2026-05-05T23:35:17,800043C00,NEW0000004,201725.8,UPI,debit
MOCK_000509,2026-05-15T18:52:56,8001A4930,NEW0000158,445056.55,IMPS,cash_out
MOCK_000510,2026-05-23T01:29:03,NEW0000093,NEW0000057,165992.99,net_banking,cash_in
MOCK_000511,2026-05-11T18:21:14,NEW0000029,289C9503,1108.45,ATM,cash_in
MOCK_000512,2026-05-08T23:15:17,073A8578,NEW0000011,246216.15,branch_cash,transfer
MOCK_000513,2026-05-11T11:10:47,457A1192,930B2367,228528.43,IMPS,cash_in
MOCK_000514,2026-05-29T14:00:52,714B6082,NEW0000074,61618.36,net_banking,cash_out
MOCK_000515,2026-05-01T05:03:13,NEW0000129,800043C00,265186.87,UPI,debit
MOCK_000516,2026-05-09T14:27:20,NEW0000149,525E1591,345911.94,RTGS,payment
MOCK_000517,2026-05-25T11:19:51,289C9503,NEW0000082,440696.47,branch_cash,debit
MOCK_000518,2026-05-17T15:27:34,NEW0000195,930B2367,485246.12,net_banking,payment
MOCK_000519,2026-05-25T20:51:59,238A9883,NEW0000191,149463.58,ATM,debit
MOCK_000520,2026-05-15T02:32:58,NEW0000051,614B5989,343308.78,RTGS,payment
MOCK_000521,2026-05-06T14:27:24,80052F960,NEW0000181,380389.9,net_banking,debit
MOCK_000522,2026-05-26T22:02:30,289C9503,NEW0000172,142971.13,branch_cash,transfer
MOCK_000523,2026-05-03T17:56:57,216B4120,800422350,99959.21,RTGS,cash_in
MOCK_000524,2026-05-15T07:51:49,NEW0000037,NEW0000176,102008.41,UPI,cash_in
MOCK_000525,2026-05-28T06:38:36,NEW0000026,NEW0000172,432422.09,branch_cash,payment
MOCK_000526,2026-05-03T06:44:07,80052F960,289C9503,463243.14,branch_cash,cash_out
MOCK_000527,2026-05-03T14:41:02,NEW0000175,8005FF2D0,6492.49,cheque,payment
MOCK_000528,2026-05-11T22:46:58,NEW0000199,NEW0000113,455744.07,ATM,debit
MOCK_000529,2026-05-10T09:26:28,238A9883,NEW0000292,147095.92,RTGS,transfer
MOCK_000530,2026-05-19T07:28:04,549B9965,NEW0000030,20326.71,cheque,debit
MOCK_000531,2026-05-01T06:34:37,8001D2320,005B7236,165288.09,RTGS,transfer
MOCK_000532,2026-05-30T21:14:09,NEW0000244,605E6253,421571.56,cheque,cash_out
MOCK_000533,2026-05-16T10:19:57,NEW0000140,614B5989,262702.28,RTGS,debit
MOCK_000534,2026-05-27T01:41:32,525E1591,8006524E0,201714.5,ATM,payment
MOCK_000535,2026-05-15T06:02:20,NEW0000169,073A8578,109230.46,net_banking,debit
MOCK_000536,2026-05-17T19:07:39,NEW0000166,289C9503,222839.17,IMPS,transfer
MOCK_000537,2026-05-19T17:34:40,NEW0000082,NEW0000010,128302.71,cheque,transfer
MOCK_000538,2026-05-22T15:06:41,NEW0000197,525E1591,243407.49,cheque,payment
MOCK_000539,2026-05-27T02:47:09,8001A4930,NEW0000042,266607.58,NEFT,payment
MOCK_000540,2026-05-21T14:14:23,NEW0000198,575E8550,417834.18,IMPS,debit
MOCK_000541,2026-05-04T12:01:35,NEW0000189,NEW0000165,373447.94,RTGS,transfer
MOCK_000542,2026-05-03T15:13:36,NEW0000204,063A7560,89004.3,cheque,debit
MOCK_000543,2026-05-19T20:05:26,NEW0000210,NEW0000104,225568.32,branch_cash,cash_out
MOCK_000544,2026-05-01T06:52:21,80071E780,NEW0000136,320714.96,NEFT,debit
MOCK_000545,2026-05-06T03:39:24,063A7560,525E1591,144925.4,cheque,debit
MOCK_000546,2026-05-20T04:20:25,NEW0000049,NEW0000097,411062.96,UPI,cash_out
MOCK_000547,2026-05-27T11:48:54,NEW0000210,930B2367,147496.28,RTGS,cash_in
MOCK_000548,2026-05-27T20:54:08,NEW0000186,NEW0000002,437384.72,RTGS,transfer
MOCK_000549,2026-05-27T13:54:48,NEW0000200,8006524E0,473490.22,cheque,payment
MOCK_000550,2026-05-25T21:10:01,NEW0000185,714B6082,71236.13,RTGS,payment
MOCK_000551,2026-05-28T12:56:37,NEW0000064,549B9965,426127.04,net_banking,debit
MOCK_000552,2026-05-10T14:00:29,289C9503,868A4181,362797.37,net_banking,cash_in
MOCK_000553,2026-05-14T20:12:31,289C9503,NEW0000025,309761.69,IMPS,cash_in
MOCK_000554,2026-05-29T08:36:26,NEW0000204,NEW0000078,76205.96,ATM,cash_in
MOCK_000555,2026-05-11T18:05:46,NEW0000043,495E4167,356102.44,branch_cash,cash_in
MOCK_000556,2026-05-24T07:11:12,NEW0000034,NEW0000084,231429.56,ATM,cash_in
MOCK_000557,2026-05-04T23:30:22,868A4181,238A9883,420898.08,RTGS,debit
MOCK_000558,2026-05-04T15:50:50,NEW0000292,NEW0000019,446053.67,UPI,debit
MOCK_000559,2026-05-27T18:39:12,605E6253,618A9717,130315.55,net_banking,payment
MOCK_000560,2026-05-15T03:02:18,NEW0000210,NEW0000150,66949.29,NEFT,cash_out
MOCK_000561,2026-05-09T01:13:18,922D3093,NEW0000157,378605.46,RTGS,cash_out
MOCK_000562,2026-05-08T02:20:03,NEW0000200,NEW0000168,367962.55,net_banking,cash_in
MOCK_000563,2026-05-13T19:59:54,NEW0000049,063A7560,184723.9,UPI,payment
MOCK_000564,2026-05-03T06:06:12,073A8578,NEW0000145,19961.95,ATM,transfer
MOCK_000565,2026-05-13T18:47:07,NEW0000133,NEW0000070,289319.93,RTGS,cash_out
MOCK_000566,2026-05-26T01:57:21,NEW0000093,063A7560,125800.69,IMPS,debit
MOCK_000567,2026-05-30T07:57:24,NEW0000054,8003479D0,3308.78,RTGS,cash_out
MOCK_000568,2026-05-11T06:26:07,063A7560,NEW0000280,75128.7,RTGS,cash_in
MOCK_000569,2026-05-17T00:44:23,NEW0000030,NEW0000106,360130.63,net_banking,cash_out
MOCK_000570,2026-05-02T02:09:05,013C2991,714B6082,121842.72,RTGS,debit
MOCK_000571,2026-05-28T18:44:31,233C9131,NEW0000010,73441.08,RTGS,cash_in
MOCK_000572,2026-05-28T08:38:49,NEW0000132,NEW0000153,318814.98,cheque,transfer
MOCK_000573,2026-05-09T06:43:28,238A9883,NEW0000123,109689.71,branch_cash,debit
MOCK_000574,2026-05-25T19:07:51,013C2991,NEW0000046,132267.7,ATM,cash_out
MOCK_000575,2026-05-07T10:02:22,063A7560,80071E780,54293.97,IMPS,debit
MOCK_000576,2026-05-30T09:28:17,NEW0000129,NEW0000038,48158.33,net_banking,debit
MOCK_000577,2026-05-05T12:34:27,8006524E0,NEW0000010,241125.65,RTGS,debit
MOCK_000578,2026-05-21T22:43:48,922D3093,NEW0000198,261026.89,ATM,transfer
MOCK_000579,2026-05-19T12:10:21,NEW0000109,8003479D0,175265.4,NEFT,cash_out
MOCK_000580,2026-05-14T18:01:46,8003479D0,NEW0000021,299150.19,branch_cash,cash_in
MOCK_000581,2026-05-29T01:24:13,614B5989,NEW0000001,261275.09,UPI,cash_out
MOCK_000582,2026-05-18T14:04:29,NEW0000176,NEW0000104,53300.54,branch_cash,debit
MOCK_000583,2026-05-30T16:53:33,8006524E0,073A8578,137787.52,branch_cash,payment
MOCK_000584,2026-05-28T03:23:29,8005FF2D0,073A8578,277460.13,cheque,cash_in
MOCK_000585,2026-05-07T16:51:41,605E6253,NEW0000188,427500.91,NEFT,payment
MOCK_000586,2026-05-11T09:51:42,80052F960,NEW0000025,254176.69,ATM,debit
MOCK_000587,2026-05-19T21:20:19,NEW0000175,NEW0000041,482285.48,UPI,transfer
MOCK_000588,2026-05-05T06:41:28,NEW0000120,NEW0000111,32049.59,IMPS,cash_in
